lead_number,do_not_email,do_not_call,converted,total_visits,total_time_spent_on_website,page_views_per_visit,search,magazine,newspaper_article,update_me_on_upcoming_bike_rallies,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_accessories,update_me_on_discounts,get_updates_on_dm_content,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque
591572,No,No,1,3.0,329,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591570,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591552,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591549,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591543,No,No,0,6.0,139,3.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
591536,No,No,1,,1357,,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
591535,Yes,No,0,8.0,510,8.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591532,Yes,No,0,3.0,422,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591531,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591530,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591526,No,No,0,3.0,425,1.5,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591522,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591521,No,No,0,2.0,35,1.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591509,No,No,0,2.0,308,2.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
591492,No,No,1,4.0,30,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591485,No,No,0,1.0,1077,1.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
591474,No,No,0,11.0,282,11.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591473,No,No,0,2.0,60,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
591471,No,No,0,3.0,1576,3.0,No,No,No,No,No,No,No,No,No,No,11.0,16.0,No
591465,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591464,Yes,No,0,3.0,210,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591462,No,No,1,2.0,1090,1.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
591460,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
591446,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591443,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591442,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591439,No,No,0,9.0,113,2.25,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591435,No,No,0,2.0,154,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591432,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591428,Yes,No,0,3.0,42,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591425,Yes,No,0,2.0,0,2.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
591423,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591418,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
591417,No,No,0,2.0,1391,2.0,No,No,No,No,No,No,No,No,No,No,16.0,13.0,No
591415,No,No,0,9.0,285,4.5,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
591406,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591399,No,No,0,6.0,198,6.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
591398,No,No,0,2.0,20,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591393,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591390,Yes,No,0,3.0,176,3.0,No,No,No,No,No,No,No,No,No,No,17.0,18.0,No
591384,Yes,No,0,10.0,613,10.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591382,No,No,0,2.0,148,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591380,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591366,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591360,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591354,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591346,No,No,1,4.0,207,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591340,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591333,No,No,0,8.0,55,4.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
591325,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591323,No,No,0,2.0,181,2.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591317,No,No,0,2.0,1621,2.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
591315,No,No,0,5.0,37,2.5,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591313,No,No,1,5.0,1862,5.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
591301,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591282,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591263,No,No,0,2.0,1255,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591261,No,No,1,2.0,1438,2.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
591233,No,No,0,1.0,348,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591226,No,No,1,2.0,1095,2.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
591225,No,No,0,2.0,278,1.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
591219,Yes,No,0,1.0,345,1.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
591215,No,No,1,9.0,1638,9.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591204,No,No,0,6.0,309,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591202,No,No,0,5.0,355,5.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
591199,No,No,0,2.0,231,2.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
591197,No,No,0,2.0,1245,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591161,No,No,1,2.0,1818,2.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
591160,No,No,0,2.0,1745,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
591151,Yes,No,0,1.0,229,1.0,No,No,No,No,No,No,No,No,No,No,16.0,13.0,No
591148,No,No,1,2.0,1221,2.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
591141,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591132,No,No,0,4.0,359,1.33,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
591122,Yes,No,0,4.0,158,4.0,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
591120,No,No,0,11.0,269,1.83,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
591116,No,No,0,3.0,270,1.5,No,No,No,No,No,No,No,No,No,No,,,No
591109,No,No,1,4.0,69,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591108,No,No,0,2.0,1067,1.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
591106,No,No,1,4.0,1462,4.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
591098,No,No,1,12.0,908,4.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
591094,No,No,0,2.0,96,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591077,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591076,Yes,No,0,6.0,352,6.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591072,No,No,0,2.0,71,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591071,No,No,1,3.0,1022,3.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591065,No,No,0,1.0,118,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591057,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591050,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
591037,No,No,0,10.0,122,10.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591031,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591029,No,No,1,4.0,5,4.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
591022,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591013,No,No,0,3.0,1760,3.0,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
590993,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590977,No,No,0,1.0,87,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590971,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590969,No,No,0,2.0,343,2.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
590954,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590951,No,No,1,3.0,1309,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
590945,No,No,0,2.0,531,2.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
590944,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590935,No,No,0,2.0,1336,2.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
590929,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
590924,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590922,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590921,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590918,No,No,0,2.0,275,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590917,No,No,0,5.0,311,2.5,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
590914,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
590900,No,No,1,4.0,1692,4.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
590882,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590880,No,No,1,14.0,1248,14.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
590849,No,No,1,2.0,68,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590847,Yes,No,0,5.0,1001,5.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
590845,No,No,1,3.0,1306,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
590832,No,No,1,2.0,181,2.0,No,No,No,No,No,No,No,No,No,No,13.0,19.0,No
590830,No,No,1,2.0,883,2.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
590817,No,No,1,,1427,,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
590805,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590804,Yes,No,0,2.0,147,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
590799,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590794,No,No,0,3.0,1715,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590782,No,No,1,8.0,1745,8.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
590780,No,No,1,3.0,784,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590775,No,No,0,2.0,162,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590757,No,No,1,3.0,1664,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590747,No,No,0,4.0,347,4.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
590742,No,No,0,2.0,1491,1.0,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
590739,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
590733,No,No,0,9.0,1140,4.5,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
590729,No,No,0,4.0,15,4.0,No,No,No,No,No,No,No,No,No,No,10.0,15.0,No
590717,No,No,0,7.0,384,3.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
590716,No,No,1,7.0,1022,2.33,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
590711,No,No,1,4.0,1503,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590705,No,No,0,2.0,108,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
590700,No,No,0,4.0,152,4.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
590690,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590689,No,No,0,9.0,310,9.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590686,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590682,No,No,0,4.0,258,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
590676,No,No,0,3.0,140,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590673,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590668,No,No,1,5.0,1280,5.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590656,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590626,No,No,0,6.0,320,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
590623,No,No,1,5.0,1023,5.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590620,No,No,0,20.0,1334,2.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
590614,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590608,No,No,1,7.0,1118,3.5,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
590607,No,No,0,2.0,1379,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590600,No,No,0,8.0,61,4.0,No,No,No,No,No,No,No,No,No,No,,,No
590596,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590595,No,No,0,3.0,330,1.5,No,No,No,No,No,No,No,No,No,No,10.0,15.0,No
590592,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
590588,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590582,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590580,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590578,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590559,No,No,0,2.0,75,2.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590549,No,No,1,2.0,1019,1.0,No,No,No,No,No,No,No,No,No,No,16.0,13.0,No
590545,Yes,No,0,3.0,711,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
590543,No,No,0,2.0,180,2.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
590527,No,No,1,2.0,1281,2.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
590526,No,No,0,4.0,1101,4.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
590521,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590504,No,No,0,2.0,69,1.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590478,No,No,0,1.0,281,1.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
590474,No,No,0,7.0,170,2.33,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
590469,No,No,1,7.0,467,7.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590460,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
590425,Yes,No,0,3.0,296,3.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
590421,No,No,0,5.0,1450,5.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
590417,No,No,0,6.0,178,3.0,No,No,No,No,No,No,No,No,No,No,13.0,14.0,No
590414,No,No,0,1.0,312,1.0,No,No,No,No,No,No,No,No,No,No,11.0,18.0,No
590404,Yes,No,0,12.0,1543,4.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
590389,No,No,0,25.0,188,4.17,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590388,No,No,1,4.0,300,2.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
590371,No,No,0,3.0,477,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
590360,No,No,1,5.0,1268,5.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590359,No,No,1,6.0,745,1.5,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
590357,No,No,0,6.0,87,6.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
590347,No,No,0,4.0,105,4.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
590341,No,No,0,4.0,1455,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
590337,No,No,0,7.0,28,2.33,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
590326,No,No,0,1.0,127,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590318,No,No,0,3.0,247,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590313,No,No,1,7.0,438,2.33,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
590308,No,No,0,3.0,289,3.0,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
590304,No,No,0,3.0,363,3.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
590302,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590298,No,No,1,2.0,1522,2.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
590295,No,No,0,3.0,317,3.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
590281,No,No,1,5.0,59,5.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
590263,No,No,1,13.0,846,1.63,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590261,No,No,0,3.0,252,3.0,No,No,No,No,No,No,No,No,No,No,10.0,15.0,No
590250,No,No,1,7.0,1148,7.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590247,Yes,No,0,4.0,561,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
590239,No,No,0,2.0,57,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590238,No,No,1,4.0,635,2.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
590222,No,No,1,5.0,252,5.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
590200,No,No,1,8.0,931,1.6,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
590195,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
590182,No,No,0,10.0,407,2.5,No,No,No,No,No,No,No,No,No,No,17.0,18.0,No
590176,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
590171,No,No,0,2.0,305,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590168,No,No,0,2.0,312,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590167,No,No,1,13.0,86,6.5,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
590156,Yes,No,0,7.0,80,7.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
590154,No,No,0,3.0,360,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590153,No,No,0,4.0,236,4.0,No,No,No,No,No,No,No,No,No,No,10.0,18.0,No
590140,No,No,1,3.0,1532,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
590134,No,No,1,2.0,160,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590119,Yes,No,0,2.0,71,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
590115,Yes,No,0,3.0,1158,3.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
590108,Yes,No,0,1.0,311,1.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
590107,No,No,1,6.0,1639,3.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
590099,No,No,0,1.0,418,1.0,No,No,No,No,No,No,No,No,No,No,11.0,18.0,No
590095,No,No,1,13.0,475,2.17,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590089,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
590082,No,No,1,2.0,157,1.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590078,No,No,1,14.0,1135,2.33,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
590066,No,No,1,2.0,14,1.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
590065,Yes,No,0,5.0,228,5.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
590061,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
590059,No,No,0,3.0,263,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
590049,No,No,0,2.0,243,2.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
590031,No,No,0,2.0,20,2.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
590004,No,No,0,1.0,50,1.0,No,No,No,No,No,No,No,No,No,No,16.0,14.0,No
590001,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
589996,No,No,0,2.0,994,2.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
589992,No,No,0,6.0,437,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589957,No,No,1,3.0,1017,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589955,No,No,0,2.0,339,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
589943,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
589941,No,No,0,2.0,68,2.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
589932,No,No,0,2.0,25,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
589914,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
589885,No,No,0,2.0,949,2.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
589874,No,No,1,2.0,725,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
589866,No,No,0,3.0,260,3.0,No,No,No,No,No,No,No,No,No,No,9.0,17.0,No
589858,No,No,1,4.0,966,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589850,No,No,0,8.0,106,8.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
589847,Yes,No,0,1.0,340,1.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
589846,No,No,1,2.0,765,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589845,No,No,1,3.0,1285,1.5,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
589816,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
589807,No,No,1,5.0,1155,1.67,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
589803,No,No,0,2.0,323,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589802,No,No,0,2.0,134,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
589789,No,No,1,11.0,1203,1.57,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
589781,No,No,0,1.0,186,1.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
589766,No,No,0,3.0,1379,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589758,Yes,No,0,1.0,847,1.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
589754,No,No,0,3.0,442,3.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
589739,No,No,1,2.0,263,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
589735,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
589732,No,No,0,3.0,432,1.5,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
589731,No,No,0,5.0,164,1.67,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
589730,No,No,1,4.0,1343,4.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
589724,No,No,1,2.0,79,2.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
589704,No,No,0,2.0,193,2.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
589699,No,No,0,4.0,1264,4.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
589696,No,No,1,10.0,516,10.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
589672,No,No,1,17.0,1056,4.25,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
589663,Yes,No,0,2.0,321,2.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
589656,No,No,0,3.0,335,1.5,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
589653,No,No,1,4.0,1483,4.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
589639,No,No,0,2.0,702,2.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
589632,No,No,0,6.0,1613,1.5,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589611,No,No,0,2.0,165,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
589598,No,No,0,3.0,1243,3.0,No,No,No,No,No,No,No,No,No,No,16.0,13.0,No
589595,No,No,1,12.0,734,1.71,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
589594,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
589591,No,No,0,,289,,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
589584,No,No,1,,1469,,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
589580,No,No,1,6.0,973,6.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
589573,No,No,0,2.0,1766,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
589558,No,No,1,5.0,1255,2.5,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
589546,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
589544,No,No,1,10.0,1435,10.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
